source_id,dependency,candidate_type,resolved_as,reason
ISSUE-0089,UPDATEV2-0021,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0090,ISSUE-0072,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0090,ISSUE-0075,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0091,ISSUE-0073,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0091,UPDATEV2-0012,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0092,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0092,ISSUE-0091,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0093,ISSUE-0091,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0094,ISSUE-0084,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0094,ISSUE-0091,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0095,ISSUE-0091,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0096,ISSUE-0088,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0096,ISSUE-0091,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0097,ISSUE-0091,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0097,ISSUE-0092,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0098,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0098,ISSUE-0083,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0099,ISSUE-0098,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0100,ISSUE-0098,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0101,ISSUE-0098,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0102,ISSUE-0098,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0103,ISSUE-0084,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0103,UPDATEV2-0015,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0104,UPDATEV2-0015,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0104,UPDATEV2-0018,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0105,ISSUE-0082,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0105,UPDATEV2-0016,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0106,ISSUE-0128,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0107,ISSUE-0088,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0107,ISSUE-0104,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0108,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0108,ISSUE-0096,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0108,ISSUE-0105,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0109,ISSUE-0108,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0110,ISSUE-0052,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0110,ISSUE-0059,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0111,ISSUE-0110,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0112,ISSUE-0051,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0112,ISSUE-0059,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0113,ISSUE-0021,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0113,ISSUE-0110,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0113,ISSUE-0111,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0114,ISSUE-0113,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0115,ISSUE-0109,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0115,ISSUE-0110,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0116,ISSUE-0021,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0116,ISSUE-0059,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0117,ISSUE-0027,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0117,ISSUE-0075,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0118,ISSUE-0117,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0119,ISSUE-0073,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0119,ISSUE-0117,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0120,ISSUE-0119,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0121,ISSUE-0117,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0121,ISSUE-0120,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0122,ISSUE-0120,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0123,ISSUE-0108,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0123,ISSUE-0120,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0124,ISSUE-0117,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0124,ISSUE-0123,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0125,ISSUE-0028,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0125,ISSUE-0050,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0126,ISSUE-0073,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0126,ISSUE-0082,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0127,ISSUE-0072,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0127,ISSUE-0084,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0128,ISSUE-0064,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0128,ISSUE-0106,blocking,related_issues,blocking graph cycle prevention
ISSUE-0129,ISSUE-0031,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0129,ISSUE-0057,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0130,ISSUE-0070,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0130,ISSUE-0114,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0131,ISSUE-0066,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0131,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0132,ISSUE-0131,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0133,ISSUE-0132,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0133,ISSUE-0152,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0134,ISSUE-0116,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0134,ISSUE-0131,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0135,ISSUE-0131,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0135,ISSUE-0132,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0136,ISSUE-0071,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0137,ISSUE-0136,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0138,ISSUE-0137,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0139,ISSUE-0136,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0139,ISSUE-0137,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0140,ISSUE-0137,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0141,ISSUE-0075,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0141,ISSUE-0145,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0142,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0142,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0142,ISSUE-0132,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0143,ISSUE-0141,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0144,ISSUE-0076,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0144,ISSUE-0145,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0145,ISSUE-0079,blocking,related_issues,blocking graph cycle prevention
ISSUE-0145,ISSUE-0141,blocking,related_issues,blocking graph cycle prevention
ISSUE-0146,ISSUE-0044,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0146,ISSUE-0144,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0147,ISSUE-0075,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0147,UPDATEV2-0028,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0148,ISSUE-0043,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0149,ISSUE-0079,blocking,related_issues,blocking graph cycle prevention
ISSUE-0149,ISSUE-0080,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0150,ISSUE-0090,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0150,ISSUE-0120,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0151,ISSUE-0078,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0153,ISSUE-0082,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0153,ISSUE-0083,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0153,ISSUE-0085,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0154,ISSUE-0085,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0154,ISSUE-0088,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0154,ISSUE-0153,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0155,ISSUE-0076,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0155,ISSUE-0081,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0155,ISSUE-0088,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0155,ISSUE-0149,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0155,ISSUE-0153,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0156,ISSUE-0091,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0156,ISSUE-0111,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0156,ISSUE-0154,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0156,ISSUE-0155,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0098,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0108,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0109,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0112,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0120,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0123,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0154,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0155,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0157,ISSUE-0156,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0136,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0137,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0138,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0139,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0140,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0153,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0154,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0155,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0156,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0157,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0161,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0158,ISSUE-0162,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0159,ISSUE-0084,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0159,ISSUE-0085,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0159,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0160,ISSUE-0139,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0160,ISSUE-0159,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0161,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0161,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0161,ISSUE-0138,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0161,ISSUE-0139,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0161,ISSUE-0159,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0162,ISSUE-0022,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0162,ISSUE-0083,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0162,ISSUE-0105,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0162,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0162,ISSUE-0153,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0163,ISSUE-0024,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0163,ISSUE-0084,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0163,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0163,ISSUE-0153,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0163,ISSUE-0158,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0163,ISSUE-0161,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0164,ISSUE-0113,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0164,ISSUE-0114,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0164,ISSUE-0115,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0164,ISSUE-0116,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0164,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0164,ISSUE-0161,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0164,ISSUE-0162,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0164,ISSUE-0163,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0165,ISSUE-0018,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0165,ISSUE-0020,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0165,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0165,ISSUE-0077,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0165,ISSUE-0081,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0165,ISSUE-0126,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0020,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0108,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0109,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0110,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0111,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0112,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0113,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0128,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0157,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0166,ISSUE-0165,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0085,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0114,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0130,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0131,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0132,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0133,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0134,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0167,ISSUE-0135,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0168,ISSUE-0108,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0168,ISSUE-0109,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0168,ISSUE-0110,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0168,ISSUE-0111,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0168,ISSUE-0115,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0168,ISSUE-0127,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0168,ISSUE-0161,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0169,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0169,ISSUE-0136,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0169,ISSUE-0142,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0169,ISSUE-0152,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0169,ISSUE-0161,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0169,ISSUE-0165,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0169,ISSUE-0167,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0170,ISSUE-0076,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0170,ISSUE-0082,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0170,ISSUE-0083,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0170,ISSUE-0085,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0170,ISSUE-0149,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0171,ISSUE-0076,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0171,ISSUE-0080,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0171,ISSUE-0081,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0171,ISSUE-0149,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0171,ISSUE-0170,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0171,ISSUE-0176,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0098,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0105,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0108,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0109,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0112,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0120,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0123,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0128,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0170,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0171,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0173,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0174,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0172,ISSUE-0175,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0173,ISSUE-0076,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0173,ISSUE-0084,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0173,ISSUE-0088,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0173,ISSUE-0089,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0173,ISSUE-0149,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0173,ISSUE-0176,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0074,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0108,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0109,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0110,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0111,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0112,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0123,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0128,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0174,ISSUE-0173,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0175,ISSUE-0039,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0175,ISSUE-0077,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0175,ISSUE-0078,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0175,ISSUE-0121,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0175,ISSUE-0151,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0175,ISSUE-0165,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0176,ISSUE-0037,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0176,ISSUE-0076,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0176,ISSUE-0080,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0176,ISSUE-0144,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0176,ISSUE-0145,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0176,ISSUE-0146,blocking,blocking_dependencies,proposed programme prerequisite
ISSUE-0176,ISSUE-0149,blocking,blocking_dependencies,proposed programme prerequisite
